               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.011638,           0.0036773,           0.0006046,             0.88869,             0.98993,             0.97985,             0.87056,            0.011943,           0.0044961,          0.00048494,           0.0018594,           0.0018594,           0.0018594
                  82,            0.011768,           0.0038476,          0.00063828,             0.89772,              0.9754,             0.97925,              0.8711,            0.011728,           0.0045768,          0.00047528,           0.0017781,           0.0017781,           0.0017781
                  83,            0.011858,            0.003552,          0.00062919,             0.91985,             0.96039,              0.9807,             0.87337,             0.01205,           0.0045235,          0.00047564,           0.0017005,           0.0017005,           0.0017005
                  84,            0.011405,           0.0035136,          0.00063559,             0.90919,             0.96213,             0.98067,             0.86651,            0.011828,           0.0046258,          0.00060163,           0.0016267,           0.0016267,           0.0016267
                  85,            0.011017,           0.0038235,          0.00064811,             0.91776,             0.95382,             0.98212,              0.8751,            0.011651,           0.0046314,          0.00044239,           0.0015566,           0.0015566,           0.0015566
                  86,             0.01123,           0.0037302,          0.00058346,             0.91472,             0.96098,             0.98154,             0.87256,            0.011659,            0.004609,          0.00041181,           0.0014905,           0.0014905,           0.0014905
                  87,             0.01152,            0.003784,           0.0005447,             0.91552,             0.96082,             0.98045,             0.87048,            0.011763,           0.0046126,          0.00038937,           0.0014283,           0.0014283,           0.0014283
                  88,            0.011316,           0.0035938,          0.00061292,             0.90741,             0.96782,             0.98047,             0.87116,             0.01159,           0.0045987,          0.00039296,           0.0013701,           0.0013701,           0.0013701
                  89,            0.010927,           0.0035638,          0.00050563,             0.91743,             0.96727,             0.98278,              0.8741,            0.011507,           0.0045544,          0.00039796,            0.001316,            0.001316,            0.001316
                  90,            0.011126,           0.0034096,          0.00060512,              0.9035,             0.97259,             0.98275,             0.87535,            0.011526,           0.0046505,          0.00039591,            0.001266,            0.001266,            0.001266
                  91,            0.010634,           0.0034574,          0.00051878,              0.9019,              0.9776,             0.98129,             0.87121,            0.011585,           0.0046714,           0.0003817,           0.0012202,           0.0012202,           0.0012202
                  92,            0.011066,           0.0034457,          0.00050152,             0.92334,             0.95596,             0.98001,             0.87394,            0.011363,           0.0046326,          0.00037456,           0.0011787,           0.0011787,           0.0011787
                  93,            0.011244,           0.0034787,          0.00050631,             0.91401,             0.96743,             0.97844,             0.87269,            0.011305,           0.0045638,          0.00036947,           0.0011414,           0.0011414,           0.0011414
                  94,            0.011033,           0.0035543,           0.0005554,             0.89265,              0.9827,             0.97737,              0.8707,            0.011394,           0.0046041,          0.00035445,           0.0011084,           0.0011084,           0.0011084
                  95,            0.010428,           0.0032416,          0.00042926,             0.89272,             0.98103,             0.97795,             0.87336,            0.011445,           0.0046036,          0.00034435,           0.0010797,           0.0010797,           0.0010797
                  96,            0.010467,            0.003524,          0.00053833,             0.90772,               0.966,             0.97826,             0.87074,            0.011546,           0.0046111,          0.00033694,           0.0010554,           0.0010554,           0.0010554
                  97,             0.01069,           0.0032167,           0.0004059,             0.88779,             0.98741,             0.97732,             0.87146,            0.011351,           0.0044693,          0.00033507,           0.0010355,           0.0010355,           0.0010355
                  98,            0.010438,           0.0033176,          0.00047626,             0.88818,             0.98997,              0.9773,             0.87184,            0.011297,           0.0044924,          0.00032859,             0.00102,             0.00102,             0.00102
                  99,            0.010552,           0.0034275,          0.00050045,              0.8864,             0.99121,             0.97669,             0.87011,            0.011234,           0.0045164,          0.00032855,           0.0010089,           0.0010089,           0.0010089
