               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.072717,            0.022415,           0.0033788,             0.53077,             0.53564,             0.58332,              0.1566,            0.077358,            0.023862,            0.002671,           0.0062979,           0.0062979,            0.041598
                  12,            0.069484,            0.021524,           0.0039758,              0.4959,             0.75775,             0.57757,             0.18257,            0.069162,            0.022586,           0.0029699,           0.0067885,           0.0067885,            0.036688
                  13,            0.065982,             0.02479,           0.0034958,             0.53999,             0.60495,              0.6121,             0.20735,            0.061037,            0.023408,           0.0025109,           0.0072706,           0.0072706,            0.031771
                  14,             0.06552,            0.021618,           0.0035839,             0.79793,             0.80413,              0.8329,             0.25886,            0.056188,            0.022619,           0.0035319,           0.0077435,           0.0077435,            0.026844
                  15,            0.068653,            0.022365,           0.0039498,              0.3542,             0.76826,             0.45926,             0.14069,            0.060536,            0.023789,           0.0029508,           0.0082067,           0.0082067,            0.021907
                  16,            0.064729,            0.023548,           0.0033906,             0.59387,             0.85046,             0.73175,             0.24709,            0.062174,            0.023225,           0.0019756,           0.0086596,           0.0086596,             0.01696
                  17,            0.061156,             0.02118,           0.0026322,             0.35541,              0.9351,              0.3759,             0.10981,            0.064696,            0.021934,           0.0026046,           0.0091015,           0.0091015,            0.012002
                  18,            0.066398,            0.023223,           0.0036539,             0.50319,             0.71589,             0.65351,             0.19855,            0.060113,            0.022749,           0.0031216,           0.0092995,           0.0092995,           0.0092995
                  19,            0.063617,            0.022442,           0.0034835,             0.53401,                0.55,             0.52161,              0.1652,            0.065664,            0.021053,           0.0028326,           0.0092995,           0.0092995,           0.0092995
                  20,            0.069865,            0.019832,           0.0035151,             0.67074,             0.64884,             0.70726,             0.39766,            0.061933,            0.020349,           0.0025828,           0.0092219,           0.0092219,           0.0092219
                  21,            0.062652,            0.020142,           0.0025513,             0.67751,             0.89264,             0.78363,             0.25808,            0.066809,              0.0204,           0.0021492,           0.0091406,           0.0091406,           0.0091406
                  22,            0.064976,            0.018281,           0.0039458,             0.74715,             0.98837,             0.96106,             0.53082,            0.055856,            0.021283,           0.0021878,           0.0090557,           0.0090557,           0.0090557
                  23,            0.058304,            0.019333,           0.0022903,             0.73272,             0.84031,             0.84136,             0.33643,            0.051113,            0.021125,            0.001884,           0.0089673,           0.0089673,           0.0089673
                  24,            0.051592,            0.020878,            0.001969,             0.70636,             0.94922,             0.83926,             0.40416,            0.050161,            0.020485,           0.0014269,           0.0088755,           0.0088755,           0.0088755
                  25,            0.055531,             0.01803,           0.0019772,              0.8044,             0.90392,             0.88313,             0.43966,            0.041903,            0.020439,           0.0017945,           0.0087804,           0.0087804,           0.0087804
                  26,            0.053144,            0.019398,           0.0024451,             0.90285,             0.87364,             0.94009,              0.3087,            0.051027,            0.020733,           0.0022307,            0.008682,            0.008682,            0.008682
                  27,            0.053611,             0.01887,           0.0025495,              0.9695,             0.94718,             0.96699,             0.50838,            0.042342,            0.020065,           0.0021486,           0.0085805,           0.0085805,           0.0085805
                  28,            0.051397,             0.01976,           0.0020628,             0.79148,             0.94148,             0.92276,             0.34559,             0.04357,            0.020022,            0.001894,           0.0084759,           0.0084759,           0.0084759
                  29,            0.044497,            0.018936,           0.0020241,             0.82057,             0.90853,             0.90797,              0.5435,            0.039217,            0.019432,           0.0017517,           0.0083684,           0.0083684,           0.0083684
                  30,            0.045445,             0.01957,           0.0018033,             0.86961,             0.93963,             0.97208,             0.56842,            0.035666,            0.019864,           0.0014059,           0.0082581,           0.0082581,           0.0082581
                  31,            0.042222,            0.017925,           0.0016523,             0.87168,             0.98256,             0.96351,             0.55597,            0.040053,            0.020116,           0.0012903,            0.008145,            0.008145,            0.008145
                  32,            0.042053,            0.019616,           0.0014452,             0.99252,             0.96471,              0.9907,             0.60673,            0.035414,            0.019346,           0.0012305,           0.0080294,           0.0080294,           0.0080294
                  33,            0.041421,            0.018906,           0.0013105,             0.92981,             0.99373,             0.98133,             0.67925,            0.032186,            0.018727,           0.0013057,           0.0079112,           0.0079112,           0.0079112
                  34,            0.037743,            0.018042,           0.0012977,             0.95858,             0.97666,             0.97937,             0.64613,            0.036338,            0.018452,           0.0013057,           0.0077907,           0.0077907,           0.0077907
                  35,            0.037041,            0.016741,           0.0017668,             0.96346,             0.98254,             0.98077,             0.68231,            0.033154,            0.018616,            0.001298,           0.0076679,           0.0076679,           0.0076679
                  36,            0.039933,            0.019236,           0.0015014,             0.98164,             0.98251,             0.99112,             0.66588,            0.031102,            0.018502,           0.0012889,            0.007543,            0.007543,            0.007543
                  37,            0.038682,            0.017667,           0.0012751,             0.81579,             0.96512,             0.95891,             0.57335,            0.035652,            0.018158,           0.0011264,            0.007416,            0.007416,            0.007416
                  38,             0.04298,            0.017629,           0.0012642,             0.96772,             0.98837,             0.99069,             0.61049,            0.033921,            0.018231,           0.0012103,           0.0072872,           0.0072872,           0.0072872
                  39,            0.042183,            0.018507,           0.0012664,              0.9288,             0.97174,              0.9798,             0.65227,            0.035387,            0.018006,           0.0011791,           0.0071566,           0.0071566,           0.0071566
                  40,            0.036711,            0.017388,           0.0013153,             0.98304,             0.97674,             0.98845,             0.68579,             0.03011,            0.017839,           0.0011577,           0.0070243,           0.0070243,           0.0070243
                  41,            0.034361,            0.016313,           0.0011432,             0.79354,             0.97669,             0.91398,             0.63719,            0.031855,            0.017358,           0.0010312,           0.0068906,           0.0068906,           0.0068906
                  42,            0.036197,            0.017759,           0.0010821,             0.99026,              0.9593,              0.9903,             0.66398,            0.032677,            0.017197,          0.00098298,           0.0067555,           0.0067555,           0.0067555
                  43,            0.034767,             0.01793,            0.001085,             0.98411,             0.97646,              0.9905,             0.68709,            0.029567,            0.016905,          0.00088938,           0.0066191,           0.0066191,           0.0066191
                  44,            0.036607,            0.018278,           0.0010722,             0.98683,             0.98801,             0.99127,             0.72048,            0.029874,            0.017101,          0.00084991,           0.0064816,           0.0064816,           0.0064816
                  45,            0.031888,            0.016046,           0.0010779,             0.97585,             0.97082,             0.98993,             0.69153,            0.028922,            0.017515,          0.00081056,           0.0063432,           0.0063432,           0.0063432
                  46,            0.034601,            0.017055,          0.00093452,             0.98917,             0.98249,             0.99206,             0.74302,            0.030302,            0.017314,          0.00082743,            0.006204,            0.006204,            0.006204
                  47,            0.034746,             0.01696,           0.0011608,             0.99896,             0.98837,             0.99385,             0.75304,            0.029399,            0.016743,          0.00086248,            0.006064,            0.006064,            0.006064
                  48,            0.031018,             0.01598,           0.0009178,             0.99133,              0.9882,             0.99427,             0.73717,            0.029038,            0.016235,          0.00084278,           0.0059235,           0.0059235,           0.0059235
                  49,            0.032515,            0.017504,          0.00095763,             0.98862,             0.98256,             0.99175,             0.73259,             0.02763,             0.01617,          0.00080652,           0.0057826,           0.0057826,           0.0057826
                  50,            0.033179,            0.016163,          0.00084103,             0.98686,             0.99409,             0.99472,             0.74259,            0.028532,            0.016247,          0.00074663,           0.0056413,           0.0056413,           0.0056413
                  51,            0.031182,            0.016516,          0.00083156,             0.98956,             0.99988,             0.99477,               0.749,            0.028437,            0.016033,          0.00068684,              0.0055,              0.0055,              0.0055
                  52,            0.032566,            0.016471,          0.00073718,             0.98456,             0.99414,               0.995,             0.73548,            0.028591,            0.016347,          0.00070475,           0.0053587,           0.0053587,           0.0053587
                  53,            0.032195,            0.017029,          0.00077469,             0.99768,             0.99404,             0.99494,             0.74187,            0.026933,            0.016105,          0.00069737,           0.0052174,           0.0052174,           0.0052174
                  54,            0.031748,            0.015594,          0.00080252,             0.99614,             0.99402,             0.99494,             0.72496,            0.028839,            0.016108,          0.00066551,           0.0050765,           0.0050765,           0.0050765
                  55,            0.033797,            0.016248,           0.0007215,             0.98342,             0.99419,             0.99419,             0.70016,              0.0285,            0.015932,          0.00066921,            0.004936,            0.004936,            0.004936
                  56,            0.029695,            0.015593,          0.00067942,             0.98935,             0.99416,             0.99427,             0.76653,             0.02646,            0.015677,          0.00065909,            0.004796,            0.004796,            0.004796
                  57,            0.029772,            0.016324,          0.00068421,             0.99313,             0.99419,              0.9915,             0.75115,            0.026621,            0.015505,          0.00060143,           0.0046568,           0.0046568,           0.0046568
                  58,            0.030693,            0.015825,          0.00076139,             0.99145,             0.99407,             0.99176,             0.72903,            0.026849,            0.015731,          0.00060733,           0.0045184,           0.0045184,           0.0045184
                  59,            0.030657,            0.015649,            0.000614,             0.99272,             0.98837,             0.99148,             0.69781,            0.028923,            0.015935,          0.00058349,           0.0043809,           0.0043809,           0.0043809
                  60,            0.032599,            0.017739,           0.0006034,             0.99255,             0.98256,             0.99101,             0.77112,            0.025279,            0.015397,          0.00060063,           0.0042445,           0.0042445,           0.0042445
                  61,            0.029631,            0.014814,          0.00062826,             0.99865,             0.98743,             0.99257,             0.76009,            0.025681,            0.015294,          0.00058377,           0.0041094,           0.0041094,           0.0041094
                  62,             0.03129,            0.017077,          0.00057827,             0.98471,             0.99419,             0.99327,             0.75797,             0.02563,            0.015176,          0.00054348,           0.0039757,           0.0039757,           0.0039757
                  63,            0.028329,            0.015857,          0.00062745,             0.98552,             0.99995,             0.99413,             0.76777,            0.024609,              0.0152,          0.00053381,           0.0038434,           0.0038434,           0.0038434
                  64,            0.027533,            0.015106,           0.0005163,             0.98545,                   1,             0.99424,             0.77616,            0.025211,             0.01529,          0.00050006,           0.0037128,           0.0037128,           0.0037128
                  65,             0.03048,             0.01558,          0.00049919,             0.98819,             0.99409,             0.99437,             0.71956,            0.027181,            0.015628,          0.00048755,            0.003584,            0.003584,            0.003584
                  66,            0.029745,             0.01621,            0.000488,             0.99225,             0.99419,             0.99466,             0.77012,            0.024823,            0.015182,          0.00048418,            0.003457,            0.003457,            0.003457
                  67,            0.027372,            0.015728,          0.00058312,              0.9899,             0.99419,             0.99442,             0.77938,            0.024359,            0.015088,          0.00047734,           0.0033321,           0.0033321,           0.0033321
                  68,            0.028436,            0.014049,          0.00046922,             0.98809,             0.99417,             0.99417,             0.78444,            0.024482,            0.015459,          0.00046537,           0.0032093,           0.0032093,           0.0032093
                  69,            0.027641,            0.015442,          0.00046316,             0.98549,             0.99419,             0.99364,             0.78056,            0.024361,            0.015154,          0.00044783,           0.0030888,           0.0030888,           0.0030888
                  70,            0.026909,            0.015391,          0.00043891,              0.9915,             0.99419,             0.99406,             0.77064,            0.023674,            0.014665,          0.00042875,           0.0029706,           0.0029706,           0.0029706
                  71,            0.027974,            0.015352,          0.00044624,             0.99885,             0.98241,             0.99374,             0.76499,            0.024519,             0.01473,          0.00042398,            0.002855,            0.002855,            0.002855
                  72,            0.026678,            0.014067,           0.0004417,             0.99873,             0.98223,             0.99387,             0.77001,            0.024371,            0.014606,          0.00041341,           0.0027419,           0.0027419,           0.0027419
                  73,            0.026455,            0.013993,          0.00040317,             0.98425,             0.99411,             0.99442,             0.78528,            0.023837,            0.014389,          0.00039708,           0.0026316,           0.0026316,           0.0026316
                  74,            0.026782,            0.015342,            0.000441,             0.98258,             0.99996,              0.9943,             0.78534,            0.023417,            0.014265,          0.00037339,           0.0025241,           0.0025241,           0.0025241
                  75,            0.027633,            0.015082,          0.00034022,             0.98215,                   1,               0.994,             0.79149,            0.023674,            0.014292,          0.00034882,           0.0024195,           0.0024195,           0.0024195
                  76,            0.026108,            0.014362,          0.00041289,               0.982,             0.99419,             0.99382,             0.78684,             0.02333,            0.014405,          0.00034031,            0.002318,            0.002318,            0.002318
                  77,            0.027618,            0.015558,          0.00034342,             0.98014,                   1,             0.99395,             0.79794,            0.023908,            0.014555,          0.00032965,           0.0022196,           0.0022196,           0.0022196
                  78,            0.026661,            0.015743,          0.00040185,             0.99914,             0.98256,             0.99444,             0.80351,            0.022833,            0.014136,           0.0003191,           0.0021245,           0.0021245,           0.0021245
                  79,            0.024266,            0.013257,          0.00036568,             0.99378,             0.99414,             0.99477,             0.80022,            0.022944,            0.014123,          0.00030911,           0.0020327,           0.0020327,           0.0020327
                  80,            0.026619,            0.014497,          0.00030397,             0.99397,             0.99419,             0.99483,             0.79561,            0.022687,            0.014082,          0.00030011,           0.0019443,           0.0019443,           0.0019443
                  81,            0.026373,            0.013635,          0.00046199,             0.98658,                   1,             0.99471,             0.79128,            0.022882,            0.014241,          0.00029373,           0.0018594,           0.0018594,           0.0018594
                  82,            0.024243,            0.013415,          0.00032143,             0.98802,             0.99998,             0.99437,             0.79381,            0.022676,            0.014134,          0.00028444,           0.0017781,           0.0017781,           0.0017781
                  83,             0.02465,            0.013462,          0.00029218,             0.99368,                   1,             0.99443,             0.78847,             0.02263,            0.014006,          0.00027679,           0.0017005,           0.0017005,           0.0017005
                  84,            0.025204,            0.014382,          0.00028188,             0.98636,             0.99419,             0.99401,             0.77805,            0.023553,            0.014378,          0.00027088,           0.0016267,           0.0016267,           0.0016267
                  85,            0.024822,            0.013936,          0.00027102,             0.99237,             0.99995,             0.99368,             0.79442,            0.022555,            0.014104,           0.0002647,           0.0015566,           0.0015566,           0.0015566
                  86,            0.025095,            0.013697,          0.00028418,             0.99271,                   1,             0.99322,             0.78801,            0.022999,            0.014144,           0.0002563,           0.0014905,           0.0014905,           0.0014905
                  87,            0.024558,            0.013434,          0.00028835,             0.99259,                   1,             0.99316,             0.79089,            0.023188,            0.014125,          0.00025564,           0.0014283,           0.0014283,           0.0014283
                  88,            0.024783,            0.014593,          0.00026145,             0.98734,                   1,             0.99286,             0.80237,            0.022517,             0.01405,          0.00025172,           0.0013701,           0.0013701,           0.0013701
                  89,            0.024492,            0.013681,          0.00036037,             0.98735,             0.99998,             0.99394,              0.7996,            0.022582,             0.01404,          0.00024844,            0.001316,            0.001316,            0.001316
                  90,            0.025878,            0.013931,          0.00025972,             0.99267,                   1,             0.99454,              0.8013,            0.022307,             0.01375,           0.0002375,            0.001266,            0.001266,            0.001266
                  91,            0.024816,            0.013224,          0.00025306,             0.98677,                   1,             0.99442,             0.80393,            0.022258,             0.01375,          0.00023183,           0.0012202,           0.0012202,           0.0012202
                  92,            0.023707,            0.014257,          0.00026837,             0.99227,                   1,             0.99466,             0.80131,            0.022324,            0.013767,          0.00022407,           0.0011787,           0.0011787,           0.0011787
                  93,            0.024171,            0.014605,          0.00030067,             0.99137,                   1,             0.99471,             0.80688,            0.022682,            0.013696,          0.00022095,           0.0011414,           0.0011414,           0.0011414
                  94,            0.025631,             0.01401,          0.00024238,             0.99165,                   1,             0.99448,             0.80691,            0.022818,            0.013874,          0.00021592,           0.0011084,           0.0011084,           0.0011084
                  95,            0.024573,            0.014069,          0.00020822,             0.98703,                   1,              0.9943,             0.80556,            0.022498,            0.013843,          0.00020939,           0.0010797,           0.0010797,           0.0010797
                  96,            0.024763,            0.014528,          0.00022578,             0.99363,                   1,             0.99454,             0.80046,            0.022647,            0.013883,           0.0002055,           0.0010554,           0.0010554,           0.0010554
                  97,            0.023879,            0.013116,          0.00021145,             0.99401,                   1,             0.99437,             0.80136,             0.02293,            0.013707,          0.00020514,           0.0010355,           0.0010355,           0.0010355
                  98,            0.022957,            0.013334,          0.00020113,             0.99159,                   1,             0.99454,              0.8139,            0.022379,            0.013667,          0.00020146,             0.00102,             0.00102,             0.00102
                  99,            0.024214,            0.013687,          0.00020047,             0.98329,             0.99996,             0.99409,             0.80804,            0.022522,            0.013756,          0.00020177,           0.0010089,           0.0010089,           0.0010089
